FIPS,Admin2,Province_State,Combined_Key,Population,,,
13089,DeKalb,Georgia,"DeKalb, Georgia, US",759297,,,
13091,Dodge,Georgia,"Dodge, Georgia, US",20605,,,
13093,Dooly,Georgia,"Dooly, Georgia, US",13390,,,
13095,Dougherty,Georgia,"Dougherty, Georgia, US",87956,,,
13097,Douglas,Georgia,"Douglas, Georgia, US",146343,,,
13099,Early,Georgia,"Early, Georgia, US",10190,,,
13101,Echols,Georgia,"Echols, Georgia, US",4006,,,
13103,Effingham,Georgia,"Effingham, Georgia, US",64296,,,
13105,Elbert,Georgia,"Elbert, Georgia, US",19194,,,
13107,Emanuel,Georgia,"Emanuel, Georgia, US",22646,,,
13109,Evans,Georgia,"Evans, Georgia, US",10654,,,
13111,Fannin,Georgia,"Fannin, Georgia, US",26188,,,
13113,Fayette,Georgia,"Fayette, Georgia, US",114421,,,
13115,Floyd,Georgia,"Floyd, Georgia, US",98498,,,
13117,Forsyth,Georgia,"Forsyth, Georgia, US",244252,,,
13119,Franklin,Georgia,"Franklin, Georgia, US",23349,,,
13121,Fulton,Georgia,"Fulton, Georgia, US",1063937,,,
13123,Gilmer,Georgia,"Gilmer, Georgia, US",31369,,,
13125,Glascock,Georgia,"Glascock, Georgia, US",2971,,,
13127,Glynn,Georgia,"Glynn, Georgia, US",85292,,,
13129,Gordon,Georgia,"Gordon, Georgia, US",57963,,,
13131,Grady,Georgia,"Grady, Georgia, US",24633,,,
13133,Greene,Georgia,"Greene, Georgia, US",18324,,,
13135,Gwinnett,Georgia,"Gwinnett, Georgia, US",936250,,,
13137,Habersham,Georgia,"Habersham, Georgia, US",45328,,,
13139,Hall,Georgia,"Hall, Georgia, US",204441,,,
13141,Hancock,Georgia,"Hancock, Georgia, US",8457,,,
13143,Haralson,Georgia,"Haralson, Georgia, US",29792,,,
13145,Harris,Georgia,"Harris, Georgia, US",35236,,,
13147,Hart,Georgia,"Hart, Georgia, US",26205,,,
13149,Heard,Georgia,"Heard, Georgia, US",11923,,,
13151,Henry,Georgia,"Henry, Georgia, US",234561,,,
13153,Houston,Georgia,"Houston, Georgia, US",157863,,,
13155,Irwin,Georgia,"Irwin, Georgia, US",9416,,,
13157,Jackson,Georgia,"Jackson, Georgia, US",72977,,,
13159,Jasper,Georgia,"Jasper, Georgia, US",14219,,,
13161,Jeff Davis,Georgia,"Jeff Davis, Georgia, US",15115,,,
13163,Jefferson,Georgia,"Jefferson, Georgia, US",15362,,,
13165,Jenkins,Georgia,"Jenkins, Georgia, US",8676,,,
13167,Johnson,Georgia,"Johnson, Georgia, US",9643,,,
13169,Jones,Georgia,"Jones, Georgia, US",28735,,,
13171,Lamar,Georgia,"Lamar, Georgia, US",19077,,,
13173,Lanier,Georgia,"Lanier, Georgia, US",10423,,,
13175,Laurens,Georgia,"Laurens, Georgia, US",47546,,,
13177,Lee,Georgia,"Lee, Georgia, US",29992,,,
13179,Liberty,Georgia,"Liberty, Georgia, US",61435,,,
13181,Lincoln,Georgia,"Lincoln, Georgia, US",7921,,,
13183,Long,Georgia,"Long, Georgia, US",19559,,,
13185,Lowndes,Georgia,"Lowndes, Georgia, US",117406,,,
13187,Lumpkin,Georgia,"Lumpkin, Georgia, US",33610,,,
13189,McDuffie,Georgia,"McDuffie,Georgia,US",21312,,,
13191,McIntosh,Georgia,"McIntosh, Georgia, US",14378,,,
13193,Macon,Georgia,"Macon, Georgia, US",12947,,,
13195,Madison,Georgia,"Madison, Georgia, US",29880,,,
13197,Marion,Georgia,"Marion, Georgia, US",8359,,,
13199,Meriwether,Georgia,"Meriwether, Georgia, US",21167,,,
13201,Miller,Georgia,"Miller, Georgia, US",5718,,,
13205,Mitchell,Georgia,"Mitchell, Georgia, US",21863,,,
13207,Monroe,Georgia,"Monroe, Georgia, US",27578,,,
13209,Montgomery,Georgia,"Montgomery, Georgia, US",9172,,,
13211,Morgan,Georgia,"Morgan, Georgia, US",19276,,,
13213,Murray,Georgia,"Murray, Georgia, US",40096,,,
13215,Muscogee,Georgia,"Muscogee, Georgia, US",195769,,,
13217,Newton,Georgia,"Newton, Georgia, US",111744,,,
13219,Oconee,Georgia,"Oconee, Georgia, US",40280,,,
13221,Oglethorpe,Georgia,"Oglethorpe, Georgia, US",15259,,,
13223,Paulding,Georgia,"Paulding, Georgia, US",168667,,,
13225,Peach,Georgia,"Peach, Georgia, US",27546,,,
13227,Pickens,Georgia,"Pickens, Georgia, US",32591,,,
13229,Pierce,Georgia,"Pierce, Georgia, US",19465,,,
13231,Pike,Georgia,"Pike, Georgia, US",18962,,,
13233,Polk,Georgia,"Polk, Georgia, US",42613,,,
13235,Pulaski,Georgia,"Pulaski, Georgia, US",11137,,,
13237,Putnam,Georgia,"Putnam, Georgia, US",22119,,,
13239,Quitman,Georgia,"Quitman, Georgia, US",2299,,,
13241,Rabun,Georgia,"Rabun, Georgia, US",17137,,,
13243,Randolph,Georgia,"Randolph, Georgia, US",6778,,,
13245,Richmond,Georgia,"Richmond, Georgia, US",202518,,,
13247,Rockdale,Georgia,"Rockdale, Georgia, US",90896,,,
13249,Schley,Georgia,"Schley, Georgia, US",5257,,,
13251,Screven,Georgia,"Screven, Georgia, US",13966,,,
13253,Seminole,Georgia,"Seminole, Georgia, US",8090,,,
13255,Spalding,Georgia,"Spalding, Georgia, US",66703,,,
13257,Stephens,Georgia,"Stephens, Georgia, US",25925,,,
13259,Stewart,Georgia,"Stewart, Georgia, US",6621,,,
13261,Sumter,Georgia,"Sumter, Georgia, US",29524,,,
13263,Talbot,Georgia,"Talbot, Georgia, US",6195,,,
13265,Taliaferro,Georgia,"Taliaferro, Georgia, US",1537,,,
13267,Tattnall,Georgia,"Tattnall, Georgia, US",25286,,,
13269,Taylor,Georgia,"Taylor, Georgia, US",8020,,,
13271,Telfair,Georgia,"Telfair, Georgia, US",15860,,,
13273,Terrell,Georgia,"Terrell, Georgia, US",8531,,,
13275,Thomas,Georgia,"Thomas, Georgia, US",44451,,,
13277,Tift,Georgia,"Tift, Georgia, US",40644,,,
13279,Toombs,Georgia,"Toombs, Georgia, US",26830,,,
13281,Towns,Georgia,"Towns, Georgia, US",12037,,,
13283,Treutlen,Georgia,"Treutlen, Georgia, US",6901,,,
13285,Troup,Georgia,"Troup, Georgia, US",69922,,,
13287,Turner,Georgia,"Turner, Georgia, US",7985,,,
13289,Twiggs,Georgia,"Twiggs, Georgia, US",8120,,,
13291,Union,Georgia,"Union, Georgia, US",24511,,,
13293,Upson,Georgia,"Upson, Georgia, US",26320,,,
13295,Walker,Georgia,"Walker, Georgia, US",69761,,,
13297,Walton,Georgia,"Walton, Georgia, US",94593,,,
13299,Ware,Georgia,"Ware, Georgia, US",35734,,,
13301,Warren,Georgia,"Warren, Georgia, US",5254,,,
13303,Washington,Georgia,"Washington, Georgia, US",20374,,,
13305,Wayne,Georgia,"Wayne, Georgia, US",29927,,,
13307,Webster,Georgia,"Webster, Georgia, US",2607,,,
13309,Wheeler,Georgia,"Wheeler, Georgia, US",7855,,,
13311,White,Georgia,"White, Georgia, US",30798,,,
13313,Whitfield,Georgia,"Whitfield, Georgia, US",104628,,,
13315,Wilcox,Georgia,"Wilcox, Georgia, US",8635,,,
13317,Wilkes,Georgia,"Wilkes, Georgia, US",9777,,,
13319,Wilkinson,Georgia,"Wilkinson, Georgia, US",8954,,,
13321,Worth,Georgia,"Worth, Georgia, US",20247,,,
15001,Hawaii,Hawaii,"Hawaii, Hawaii, US",201513,,,
15003,Honolulu,Hawaii,"Honolulu, Hawaii, US",974563,,,
15005,Kalawao,Hawaii,"Kalawao, Hawaii, US",86,,,
15007,Kauai,Hawaii,"Kauai, Hawaii, US",72293,,,
15009,Maui,Hawaii,"Maui, Hawaii, US",167417,,,
16001,Ada,Idaho,"Ada, Idaho, US",481587,,,
16003,Adams,Idaho,"Adams, Idaho, US",4294,,,
16005,Bannock,Idaho,"Bannock, Idaho, US",87808,,,
16007,Bear Lake,Idaho,"Bear Lake, Idaho, US",6125,,,
16009,Benewah,Idaho,"Benewah, Idaho, US",9298,,,
16011,Bingham,Idaho,"Bingham, Idaho, US",46811,,,
16013,Blaine,Idaho,"Blaine, Idaho, US",23021,,,
16015,Boise,Idaho,"Boise, Idaho, US",7831,,,
16017,Bonner,Idaho,"Bonner, Idaho, US",45739,,,
16019,Bonneville,Idaho,"Bonneville, Idaho, US",119062,,,
16021,Boundary,Idaho,"Boundary, Idaho, US",12245,,,
16023,Butte,Idaho,"Butte, Idaho, US",2597,,,
16025,Camas,Idaho,"Camas, Idaho, US",1106,,,
16027,Canyon,Idaho,"Canyon, Idaho, US",229849,,,
16029,Caribou,Idaho,"Caribou, Idaho, US",7155,,,
16031,Cassia,Idaho,"Cassia, Idaho, US",24030,,,
16033,Clark,Idaho,"Clark, Idaho, US",845,,,
16035,Clearwater,Idaho,"Clearwater, Idaho, US",8756,,,
16037,Custer,Idaho,"Custer, Idaho, US",4315,,,
16039,Elmore,Idaho,"Elmore, Idaho, US",27511,,,
16041,Franklin,Idaho,"Franklin, Idaho, US",13876,,,
16043,Fremont,Idaho,"Fremont, Idaho, US",13099,,,
16045,Gem,Idaho,"Gem, Idaho, US",18112,,,
16047,Gooding,Idaho,"Gooding, Idaho, US",15179,,,
16049,Idaho,Idaho,"Idaho, Idaho, US",16667,,,
16051,Jefferson,Idaho,"Jefferson, Idaho, US",29871,,,
16053,Jerome,Idaho,"Jerome, Idaho, US",24412,,,
16055,Kootenai,Idaho,"Kootenai, Idaho, US",165697,,,
16057,Latah,Idaho,"Latah, Idaho, US",40108,,,
16059,Lemhi,Idaho,"Lemhi, Idaho, US",8027,,,
16061,Lewis,Idaho,"Lewis, Idaho, US",3838,,,
16063,Lincoln,Idaho,"Lincoln, Idaho, US",5366,,,
16065,Madison,Idaho,"Madison, Idaho, US",39907,,,
16067,Minidoka,Idaho,"Minidoka, Idaho, US",21039,,,
16069,Nez Perce,Idaho,"Nez Perce, Idaho, US",40408,,,
16071,Oneida,Idaho,"Oneida, Idaho, US",4531,,,
16073,Owyhee,Idaho,"Owyhee, Idaho, US",11823,,,
16075,Payette,Idaho,"Payette, Idaho, US",23951,,,
16077,Power,Idaho,"Power, Idaho, US",7681,,,
16079,Shoshone,Idaho,"Shoshone, Idaho, US",12882,,,
16081,Teton,Idaho,"Teton, Idaho, US",12142,,,
16083,Twin Falls,Idaho,"Twin Falls, Idaho, US",86878,,,
16085,Valley,Idaho,"Valley, Idaho, US",11392,,,
16087,Washington,Idaho,"Washington, Idaho, US",10194,,,
17001,Adams,Illinois,"Adams, Illinois, US",65435,,,
17003,Alexander,Illinois,"Alexander, Illinois, US",5761,,,
17005,Bond,Illinois,"Bond, Illinois, US",16426,,,
17007,Boone,Illinois,"Boone, Illinois, US",53544,,,
17009,Brown,Illinois,"Brown, Illinois, US",6578,,,
17011,Bureau,Illinois,"Bureau, Illinois, US",32628,,,
17013,Calhoun,Illinois,"Calhoun, Illinois, US",4739,,,
17015,Carroll,Illinois,"Carroll, Illinois, US",14305,,,
17017,Cass,Illinois,"Cass, Illinois, US",12147,,,
17019,Champaign,Illinois,"Champaign, Illinois, US",209689,,,
17021,Christian,Illinois,"Christian, Illinois, US",32304,,,
17023,Clark,Illinois,"Clark, Illinois, US",15441,,,
17025,Clay,Illinois,"Clay, Illinois, US",13184,,,
17027,Clinton,Illinois,"Clinton, Illinois, US",37562,,,
17029,Coles,Illinois,"Coles, Illinois, US",50621,,,
17031,Cook,Illinois,"Cook, Illinois, US",5150233,,,
17033,Crawford,Illinois,"Crawford, Illinois, US",18667,,,
17035,Cumberland,Illinois,"Cumberland, Illinois, US",10766,,,
17037,DeKalb,Illinois,"DeKalb, Illinois, US",104897,,,
17039,De Witt,Illinois,"De Witt, Illinois, US",15638,,,
17041,Douglas,Illinois,"Douglas, Illinois, US",19465,,,
17043,DuPage,Illinois,"DuPage, Illinois, US",922921,,,
17045,Edgar,Illinois,"Edgar, Illinois, US",17161,,,
17047,Edwards,Illinois,"Edwards, Illinois, US",6395,,,
17049,Effingham,Illinois,"Effingham, Illinois, US",34008,,,
17051,Fayette,Illinois,"Fayette, Illinois, US",21336,,,
17053,Ford,Illinois,"Ford, Illinois, US",12961,,,
17055,Franklin,Illinois,"Franklin, Illinois, US",38469,,,
17057,Fulton,Illinois,"Fulton, Illinois, US",34340,,,
17059,Gallatin,Illinois,"Gallatin, Illinois, US",4828,,,
17061,Greene,Illinois,"Greene, Illinois, US",12969,,,
17063,Grundy,Illinois,"Grundy, Illinois, US",51054,,,
17065,Hamilton,Illinois,"Hamilton, Illinois, US",8116,,,
17067,Hancock,Illinois,"Hancock, Illinois, US",17708,,,
17069,Hardin,Illinois,"Hardin, Illinois, US",3821,,,
17071,Henderson,Illinois,"Henderson, Illinois, US",6646,,,
17073,Henry,Illinois,"Henry, Illinois, US",48913,,,
17075,Iroquois,Illinois,"Iroquois, Illinois, US",27114,,,
17077,Jackson,Illinois,"Jackson, Illinois, US",56750,,,
17079,Jasper,Illinois,"Jasper, Illinois, US",9610,,,
17081,Jefferson,Illinois,"Jefferson, Illinois, US",37684,,,
17083,Jersey,Illinois,"Jersey, Illinois, US",21773,,,
17085,Jo Daviess,Illinois,"Jo Daviess, Illinois, US",21235,,,
17087,Johnson,Illinois,"Johnson, Illinois, US",12417,,,
17089,Kane,Illinois,"Kane, Illinois, US",532403,,,
17091,Kankakee,Illinois,"Kankakee, Illinois, US",109862,,,
17093,Kendall,Illinois,"Kendall, Illinois, US",128990,,,
17095,Knox,Illinois,"Knox, Illinois, US",49699,,,
17097,Lake,Illinois,"Lake, Illinois, US",696535,,,
17099,LaSalle,Illinois,"LaSalle,Illinois,US",108669,,,
17101,Lawrence,Illinois,"Lawrence, Illinois, US",15678,,,
17103,Lee,Illinois,"Lee, Illinois, US",34096,,,
17105,Livingston,Illinois,"Livingston, Illinois, US",35648,,,
17107,Logan,Illinois,"Logan, Illinois, US",28618,,,
17109,McDonough,Illinois,"McDonough, Illinois, US",29682,,,
17111,McHenry,Illinois,"McHenry, Illinois, US",307774,,,
17113,McLean,Illinois,"McLean, Illinois, US",171517,,,
17115,Macon,Illinois,"Macon, Illinois, US",104009,,,
17117,Macoupin,Illinois,"Macoupin, Illinois, US",44926,,,
17119,Madison,Illinois,"Madison, Illinois, US",262966,,,
17121,Marion,Illinois,"Marion, Illinois, US",37205,,,
17123,Marshall,Illinois,"Marshall, Illinois, US",11438,,,
17125,Mason,Illinois,"Mason, Illinois, US",13359,,,
17127,Massac,Illinois,"Massac, Illinois, US",13772,,,
17129,Menard,Illinois,"Menard, Illinois, US",12196,,,
17131,Mercer,Illinois,"Mercer, Illinois, US",15437,,,
17133,Monroe,Illinois,"Monroe, Illinois, US",34637,,,
17135,Montgomery,Illinois,"Montgomery, Illinois, US",28414,,,
17137,Morgan,Illinois,"Morgan, Illinois, US",33658,,,
17139,Moultrie,Illinois,"Moultrie, Illinois, US",14501,,,
17141,Ogle,Illinois,"Ogle, Illinois, US",50643,,,
17143,Peoria,Illinois,"Peoria, Illinois, US",179179,,,
17145,Perry,Illinois,"Perry, Illinois, US",20916,,,
17147,Piatt,Illinois,"Piatt, Illinois, US",16344,,,
17149,Pike,Illinois,"Pike, Illinois, US",15561,,,
17151,Pope,Illinois,"Pope, Illinois, US",4177,,,
17153,Pulaski,Illinois,"Pulaski, Illinois, US",5335,,,
17155,Putnam,Illinois,"Putnam, Illinois, US",5739,,,
17157,Randolph,Illinois,"Randolph, Illinois, US",31782,,,
17159,Richland,Illinois,"Richland, Illinois, US",15513,,,
17161,Rock Island,Illinois,"Rock Island, Illinois, US",141879,,,
17163,St. Clair,Illinois,"St. Clair, Illinois, US",259686,,,
17165,Saline,Illinois,"Saline, Illinois, US",23491,,,
17167,Sangamon,Illinois,"Sangamon, Illinois, US",194672,,,
17169,Schuyler,Illinois,"Schuyler, Illinois, US",6768,,,
17171,Scott,Illinois,"Scott, Illinois, US",4951,,,
17173,Shelby,Illinois,"Shelby, Illinois, US",21634,,,
17175,Stark,Illinois,"Stark, Illinois, US",5342,,,
17177,Stephenson,Illinois,"Stephenson, Illinois, US",44498,,,
17179,Tazewell,Illinois,"Tazewell, Illinois, US",131803,,,
17181,Union,Illinois,"Union, Illinois, US",16653,,,
17183,Vermilion,Illinois,"Vermilion, Illinois, US",75758,,,
17185,Wabash,Illinois,"Wabash, Illinois, US",11520,,,
17187,Warren,Illinois,"Warren, Illinois, US",16844,,,
17189,Washington,Illinois,"Washington, Illinois, US",13887,,,
17191,Wayne,Illinois,"Wayne, Illinois, US",16215,,,
17193,White,Illinois,"White, Illinois, US",13537,,,
17195,Whiteside,Illinois,"Whiteside, Illinois, US",55175,,,
17197,Will,Illinois,"Will, Illinois, US",690743,,,
17199,Williamson,Illinois,"Williamson, Illinois, US",66597,,,
17201,Winnebago,Illinois,"Winnebago, Illinois, US",282572,,,
17203,Woodford,Illinois,"Woodford, Illinois, US",38459,,,
18001,Adams,Indiana,"Adams, Indiana, US",35777,,,
18003,Allen,Indiana,"Allen, Indiana, US",379299,,,
18005,Bartholomew,Indiana,"Bartholomew, Indiana, US",83779,,,
18007,Benton,Indiana,"Benton, Indiana, US",8748,,,
18009,Blackford,Indiana,"Blackford, Indiana, US",11758,,,
18011,Boone,Indiana,"Boone, Indiana, US",67843,,,
18013,Brown,Indiana,"Brown, Indiana, US",15092,,,
18015,Carroll,Indiana,"Carroll,Indiana,US",20257,,,
18017,Cass,Indiana,"Cass, Indiana, US",37689,,,
18019,Clark,Indiana,"Clark, Indiana, US",118302,,,
18021,Clay,Indiana,"Clay, Indiana, US",26225,,,
18023,Clinton,Indiana,"Clinton, Indiana, US",32399,,,
18025,Crawford,Indiana,"Crawford, Indiana, US",10577,,,
18027,Daviess,Indiana,"Daviess, Indiana, US",33351,,,
18029,Dearborn,Indiana,"Dearborn, Indiana, US",49458,,,
18031,Decatur,Indiana,"Decatur, Indiana, US",26559,,,
18033,DeKalb,Indiana,"DeKalb, Indiana, US",43475,,,
18035,Delaware,Indiana,"Delaware, Indiana, US",114135,,,
18037,Dubois,Indiana,"Dubois, Indiana, US",42736,,,
18039,Elkhart,Indiana,"Elkhart, Indiana, US",206341,,,
18041,Fayette,Indiana,"Fayette, Indiana, US",23102,,,
18043,Floyd,Indiana,"Floyd, Indiana, US",78522,,,
18045,Fountain,Indiana,"Fountain, Indiana, US",16346,,,
18047,Franklin,Indiana,"Franklin, Indiana, US",22758,,,
18049,Fulton,Indiana,"Fulton, Indiana, US",19974,,,
18051,Gibson,Indiana,"Gibson, Indiana, US",33659,,,
18053,Grant,Indiana,"Grant, Indiana, US",65769,,,
18055,Greene,Indiana,"Greene, Indiana, US",31922,,,
18057,Hamilton,Indiana,"Hamilton, Indiana, US",338011,,,
18059,Hancock,Indiana,"Hancock, Indiana, US",78168,,,
18061,Harrison,Indiana,"Harrison, Indiana, US",40515,,,
18063,Hendricks,Indiana,"Hendricks, Indiana, US",170311,,,
18065,Henry,Indiana,"Henry, Indiana, US",47972,,,
18067,Howard,Indiana,"Howard, Indiana, US",82544,,,
18069,Huntington,Indiana,"Huntington, Indiana, US",36520,,,
18071,Jackson,Indiana,"Jackson, Indiana, US",44231,,,
18073,Jasper,Indiana,"Jasper, Indiana, US",33562,,,
18075,Jay,Indiana,"Jay, Indiana, US",20436,,,
18077,Jefferson,Indiana,"Jefferson, Indiana, US",32308,,,
18079,Jennings,Indiana,"Jennings, Indiana, US",27735,,,
18081,Johnson,Indiana,"Johnson, Indiana, US",158167,,,
18083,Knox,Indiana,"Knox, Indiana, US",36594,,,
18085,Kosciusko,Indiana,"Kosciusko, Indiana, US",79456,,,
18087,LaGrange,Indiana,"LaGrange, Indiana, US",39614,,,
18089,Lake,Indiana,"Lake, Indiana, US",485493,,,
18091,LaPorte,Indiana,"LaPorte, Indiana, US",109888,,,
18093,Lawrence,Indiana,"Lawrence, Indiana, US",45370,,,
18095,Madison,Indiana,"Madison, Indiana, US",129569,,,
18097,Marion,Indiana,"Marion, Indiana, US",964582,,,
18099,Marshall,Indiana,"Marshall, Indiana, US",46258,,,
18101,Martin,Indiana,"Martin, Indiana, US",10255,,,
18103,Miami,Indiana,"Miami, Indiana, US",35516,,,
18105,Monroe,Indiana,"Monroe, Indiana, US",148431,,,
18107,Montgomery,Indiana,"Montgomery, Indiana, US",38338,,,
18109,Morgan,Indiana,"Morgan, Indiana, US",70489,,,
18111,Newton,Indiana,"Newton, Indiana, US",13984,,,
18113,Noble,Indiana,"Noble, Indiana, US",47744,,,
18115,Ohio,Indiana,"Ohio, Indiana, US",5875,,,
18117,Orange,Indiana,"Orange, Indiana, US",19646,,,
18119,Owen,Indiana,"Owen, Indiana, US",20799,,,
18121,Parke,Indiana,"Parke, Indiana, US",16937,,,
18123,Perry,Indiana,"Perry, Indiana, US",19169,,,
18125,Pike,Indiana,"Pike, Indiana, US",12389,,,
18127,Porter,Indiana,"Porter, Indiana, US",170389,,,
18129,Posey,Indiana,"Posey, Indiana, US",25427,,,
18131,Pulaski,Indiana,"Pulaski, Indiana, US",12353,,,
18133,Putnam,Indiana,"Putnam, Indiana, US",37576,,,
18135,Randolph,Indiana,"Randolph, Indiana, US",24665,,,
18137,Ripley,Indiana,"Ripley, Indiana, US",28324,,,
18139,Rush,Indiana,"Rush, Indiana, US",16581,,,
18141,St. Joseph,Indiana,"St. Joseph, Indiana, US",271826,,,
18143,Scott,Indiana,"Scott, Indiana, US",23873,,,
18145,Shelby,Indiana,"Shelby, Indiana, US",44729,,,
18147,Spencer,Indiana,"Spencer, Indiana, US",20277,,,
18149,Starke,Indiana,"Starke, Indiana, US",22995,,,
18151,Steuben,Indiana,"Steuben, Indiana, US",34594,,,
18153,Sullivan,Indiana,"Sullivan, Indiana, US",20669,,,
18155,Switzerland,Indiana,"Switzerland, Indiana, US",10751,,,
18157,Tippecanoe,Indiana,"Tippecanoe, Indiana, US",195732,,,
18159,Tipton,Indiana,"Tipton, Indiana, US",15148,,,
18161,Union,Indiana,"Union, Indiana, US",7054,,,
18163,Vanderburgh,Indiana,"Vanderburgh, Indiana, US",181451,,,
18165,Vermillion,Indiana,"Vermillion, Indiana, US",15498,,,
18167,Vigo,Indiana,"Vigo, Indiana, US",107038,,,
18169,Wabash,Indiana,"Wabash, Indiana, US",30996,,,
18171,Warren,Indiana,"Warren, Indiana, US",8265,,,
18173,Warrick,Indiana,"Warrick, Indiana, US",62998,,,
18175,Washington,Indiana,"Washington, Indiana, US",28036,,,
18177,Wayne,Indiana,"Wayne, Indiana, US",65884,,,
18179,Wells,Indiana,"Wells, Indiana, US",28296,,,
18181,White,Indiana,"White, Indiana, US",24102,,,
18183,Whitley,Indiana,"Whitley, Indiana, US",33964,,,
19001,Adair,Iowa,"Adair, Iowa, US",7152,,,
19003,Adams,Iowa,"Adams, Iowa, US",3602,,,
19005,Allamakee,Iowa,"Allamakee, Iowa, US",13687,,,
19007,Appanoose,Iowa,"Appanoose, Iowa, US",12426,,,
19009,Audubon,Iowa,"Audubon, Iowa, US",5496,,,
19011,Benton,Iowa,"Benton, Iowa, US",25645,,,
19013,Black Hawk,Iowa,"Black Hawk, Iowa, US",131228,,,
19015,Boone,Iowa,"Boone, Iowa, US",26234,,,
19017,Bremer,Iowa,"Bremer, Iowa, US",25062,,,
19019,Buchanan,Iowa,"Buchanan, Iowa, US",21175,,,
19021,Buena Vista,Iowa,"Buena Vista, Iowa, US",19620,,,
19023,Butler,Iowa,"Butler, Iowa, US",14439,,,
19025,Calhoun,Iowa,"Calhoun, Iowa, US",9668,,,
19027,Carroll,Iowa,"Carroll, Iowa, US",20165,,,
19029,Cass,Iowa,"Cass, Iowa, US",12836,,,
19031,Cedar,Iowa,"Cedar, Iowa, US",18627,,,
19033,Cerro Gordo,Iowa,"Cerro Gordo, Iowa, US",42450,,,
19035,Cherokee,Iowa,"Cherokee, Iowa, US",11235,,,
19037,Chickasaw,Iowa,"Chickasaw, Iowa, US",11933,,,
19039,Clarke,Iowa,"Clarke, Iowa, US",9395,,,
19041,Clay,Iowa,"Clay, Iowa, US",16016,,,
19043,Clayton,Iowa,"Clayton, Iowa, US",17549,,,
19045,Clinton,Iowa,"Clinton, Iowa, US",46429,,,
19047,Crawford,Iowa,"Crawford, Iowa, US",16820,,,
19049,Dallas,Iowa,"Dallas, Iowa, US",93453,,,
19051,Davis,Iowa,"Davis, Iowa, US",9000,,,
19053,Decatur,Iowa,"Decatur, Iowa, US",7870,,,
19055,Delaware,Iowa,"Delaware, Iowa, US",17011,,,
19057,Des Moines,Iowa,"Des Moines, Iowa, US",38967,,,
19059,Dickinson,Iowa,"Dickinson, Iowa, US",17258,,,
19061,Dubuque,Iowa,"Dubuque, Iowa, US",97311,,,
19063,Emmet,Iowa,"Emmet, Iowa, US",9208,,,
19065,Fayette,Iowa,"Fayette, Iowa, US",19650,,,
19067,Floyd,Iowa,"Floyd, Iowa, US",15642,,,
19069,Franklin,Iowa,"Franklin, Iowa, US",10070,,,
19071,Fremont,Iowa,"Fremont, Iowa, US",6960,,,
19073,Greene,Iowa,"Greene, Iowa, US",8888,,,
19075,Grundy,Iowa,"Grundy, Iowa, US",12232,,,
19077,Guthrie,Iowa,"Guthrie, Iowa, US",10689,,,
19079,Hamilton,Iowa,"Hamilton, Iowa, US",14773,,,
19081,Hancock,Iowa,"Hancock, Iowa, US",10630,,,
19083,Hardin,Iowa,"Hardin, Iowa, US",16846,,,
19085,Harrison,Iowa,"Harrison, Iowa, US",14049,,,
19087,Henry,Iowa,"Henry, Iowa, US",19954,,,
19089,Howard,Iowa,"Howard, Iowa, US",9158,,,
19091,Humboldt,Iowa,"Humboldt, Iowa, US",9558,,,
19093,Ida,Iowa,"Ida, Iowa, US",6860,,,
19095,Iowa,Iowa,"Iowa, Iowa, US",16184,,,
19097,Jackson,Iowa,"Jackson, Iowa, US",19439,,,
19099,Jasper,Iowa,"Jasper, Iowa, US",37185,,,
19101,Jefferson,Iowa,"Jefferson, Iowa, US",18295,,,
19103,Johnson,Iowa,"Johnson, Iowa, US",151140,,,
19105,Jones,Iowa,"Jones, Iowa, US",20681,,,
19107,Keokuk,Iowa,"Keokuk, Iowa, US",10246,,,
19109,Kossuth,Iowa,"Kossuth, Iowa, US",14813,,,
19111,Lee,Iowa,"Lee, Iowa, US",33657,,,
19113,Linn,Iowa,"Linn, Iowa, US",226706,,,
19115,Louisa,Iowa,"Louisa, Iowa, US",11035,,,
19117,Lucas,Iowa,"Lucas, Iowa, US",8600,,,
19119,Lyon,Iowa,"Lyon, Iowa, US",11755,,,
19121,Madison,Iowa,"Madison, Iowa, US",16338,,,
19123,Mahaska,Iowa,"Mahaska, Iowa, US",22095,,,
19125,Marion,Iowa,"Marion, Iowa, US",33253,,,
19127,Marshall,Iowa,"Marshall, Iowa, US",39369,,,
19129,Mills,Iowa,"Mills, Iowa, US",15109,,,
19131,Mitchell,Iowa,"Mitchell, Iowa, US",10586,,,
19133,Monona,Iowa,"Monona, Iowa, US",8615,,,
19135,Monroe,Iowa,"Monroe, Iowa, US",7707,,,
19137,Montgomery,Iowa,"Montgomery, Iowa, US",9917,,,
19139,Muscatine,Iowa,"Muscatine, Iowa, US",42664,,,
19141,O'Brien,Iowa,"O'Brien, Iowa, US",13753,,,
19143,Osceola,Iowa,"Osceola, Iowa, US",5958,,,
19145,Page,Iowa,"Page, Iowa, US",15107,,,
19147,Palo Alto,Iowa,"Palo Alto, Iowa, US",8886,,,
19149,Plymouth,Iowa,"Plymouth, Iowa, US",25177,,,
19151,Pocahontas,Iowa,"Pocahontas, Iowa, US",6619,,,
19153,Polk,Iowa,"Polk, Iowa, US",490161,,,
19155,Pottawattamie,Iowa,"Pottawattamie, Iowa, US",93206,,,
